,bartscore,bertscore,moverscore,human_rating,counting_score
0,-4.465232372283936,0.8917226791381836,0.6276574142077933,-0.47288382,0.4082482904638631
1,-4.006236410140991,0.9224823117256165,0.6125448054292736,-0.7677685,-0.5669467095138409
2,-4.183120489120483,0.9401805996894836,0.6833289864017484,-1.1747469,0.5570860145311556
3,-3.1526526927948,0.9443930387496948,0.648591506019774,0.40810946,0.0
4,-3.742976236343384,0.8956691026687622,0.5981093800568229,-0.24447098,0.5570860145311556
5,-3.148440408706665,0.917367935180664,0.6593676567207283,-0.7495618,0.5669467095138409
6,-4.2720214366912845,0.9098871350288392,0.6198296463248374,0.33955815,0.4472135954999579
7,-5.418092727661133,0.9066215753555298,0.6045852328886742,-0.94410455,0.4082482904638631
8,-1.4584118843078613,0.9565842747688292,0.6927049966898537,0.18616244,0.0
9,-1.918021011352539,0.9683297872543336,0.7030087399183467,0.54025745,0.5570860145311556
10,-3.683006429672241,0.9118447303771972,0.6218585660711816,-0.0050411494,-0.16222142113076252
11,-2.3945329666137694,0.9617503881454468,0.7735540640662124,-0.429983,0.0
12,-4.31098108291626,0.8747547268867493,0.6105913204513418,-0.32373315,0.0
13,-3.1611958026885985,0.8978790044784546,0.6279767189628239,0.4582365,-0.2886751345948128
14,-4.366971349716186,0.8988980054855347,0.6145045422249151,-0.90219307,0.0
15,-5.393315696716309,0.8764005899429321,0.6075822072803279,-1.1521891,0.49319696191607193
16,-4.193632125854492,0.8926838636398315,0.6150507140023198,-0.35859904,0.14744195615489714
17,-2.147952342033386,0.9126324653625488,0.6352244390505809,-0.2773118,0.4082482904638631
18,-6.235024642944336,0.8662165403366089,0.5521280349911568,0.002927716,0.6708203932499369
19,-4.926495361328125,0.8643078804016113,0.6090002646213127,-0.10354514,0.0
20,-4.560153579711914,0.8877228498458862,0.6249151237460323,-0.8573011,0.5570860145311556
21,-3.849999761581421,0.9142824411392212,0.6737659795300635,-0.37635028,-0.1643989873053573
22,-3.962115335464477,0.9161816835403442,0.59369710829226,-0.5928195,0.6708203932499369
23,-4.098203182220459,0.8882797360420227,0.5983648891351346,-0.23593271,-0.18569533817705186
24,-4.779880809783935,0.8949710130691528,0.6065223681980573,0.24885793,0.5669467095138409
25,-2.397989702224732,0.945867657661438,0.6568821844010811,-0.25228125,0.49319696191607193
26,-5.43190107345581,0.8857623338699341,0.5898669159101667,0.5940039,0.0
27,-5.072533893585205,0.8891110420227051,0.6059597397787397,0.008370961,0.5669467095138409
28,-4.470389938354492,0.9034370183944702,0.5868408839825957,0.34918845,0.0
29,-6.374055290222168,0.887651801109314,0.6222503590763345,0.17055842,0.0
30,-4.625226402282715,0.8860812187194824,0.5784735290441899,-0.23587319,0.7071067811865475
31,-4.110997390747071,0.8931757211685181,0.6594673747699793,0.09414936,0.0
32,-3.881985378265381,0.9089009165763856,0.6247469602282895,0.13695614,0.0
33,-4.513961982727051,0.9126186370849608,0.6613915517557393,-0.57689726,0.0
34,-4.131173324584961,0.8951922655105591,0.6079216879361684,0.052523028,0.4472135954999579
