,bartscore,bertscore,moverscore,human_rating,counting_score
0,-4.291598749160767,0.8969730138778687,0.6107614543999432,-1.0262403,-0.4082482904638631
1,-5.092007064819336,0.8959946632385254,0.5710722961839415,-0.47425243,0.0
2,-4.712069797515869,0.8813992738723755,0.586625880939659,-0.06677963,-0.18569533817705186
3,-4.3300882339477536,0.890163779258728,0.5624314135634505,-1.2410105,-0.18569533817705186
4,-4.323844909667969,0.8827597498893738,0.6408967064234188,-0.59276724,-0.18569533817705186
5,-3.798101329803466,0.8998296856880188,0.6360280505196031,-0.8386194,-0.1889822365046136
6,-5.080605983734131,0.8840093612670898,0.5665016884116785,-0.54579914,0.0
7,-4.893937397003174,0.8720122575759888,0.5657831412252532,-0.21459414,-0.4082482904638631
8,-4.113100814819336,0.9225997924804688,0.6194224056119191,0.97605747,-0.5
9,-2.418212461471557,0.9387321472167968,0.6361651285019437,0.22602254,-0.18569533817705186
10,-4.49860372543335,0.88011234998703,0.5769260660987273,-0.15303728,0.0
11,-2.779231309890747,0.9334256052970886,0.6759095281902285,0.48821095,-0.5
12,-4.7282562255859375,0.8662538528442383,0.5785905271003887,-0.7617017,-0.4082482904638631
13,-4.62812728881836,0.8986877202987671,0.6141252518286162,-0.08322937,0.2886751345948128
14,-4.827273559570313,0.8794089555740356,0.585856811634749,-0.60672784,-0.4472135954999579
15,-4.641930484771729,0.8878046274185181,0.5856232942860855,-0.33402646,0.0
16,-5.600439739227295,0.8668321371078491,0.5575214798635202,-0.077321716,-0.4423258684646914
17,-2.624016237258912,0.9218653440475464,0.7090724190680028,-0.18503228,0.4082482904638631
18,-5.464715480804443,0.8761836886405945,0.5603858707012658,-0.6682801,-0.22360679774997896
19,-4.508922576904297,0.8751667141914368,0.5763010159479723,0.09205292,0.0
20,-4.602506828308106,0.889802098274231,0.6229104192229503,-0.31512505,-0.18569533817705186
21,-3.857874774932861,0.925350308418274,0.6183776083726679,0.47383785,-0.49319696191607193
22,-5.034557914733886,0.8600331544876099,0.559014112424689,-0.0767614,-0.6708203932499369
23,-5.365964031219482,0.8512080907821655,0.573642561679843,-0.37913036,0.0
24,-5.560264205932617,0.841107964515686,0.5212937746581691,-1.1884289,-0.1889822365046136
25,-3.93610429763794,0.9143150448799132,0.5879213372590868,0.038889345,-0.1643989873053573
26,-4.112472200393677,0.8666459321975708,0.5586393097847048,-0.15902084,-0.4423258684646914
27,-5.200469303131103,0.8677434921264648,0.5544621347871361,-1.1664301,0.0
28,-4.3192572593688965,0.876150906085968,0.5673278513175188,0.27108794,-0.6708203932499369
29,-5.739311408996582,0.8660539388656616,0.5937850615929134,0.5441339,0.0
30,-4.892684078216552,0.871167004108429,0.5705391402681388,-0.7174519,0.0
31,-4.003697347640991,0.8438591957092285,0.59050141910051,-0.87797093,-0.18569533817705186
32,-3.9227364540100096,0.8998892903327942,0.5838954313738671,-0.03353494,0.0
33,-5.2060747146606445,0.8610331416130066,0.5578958008608279,0.7124356,-0.1889822365046136
34,-4.497813987731933,0.8754051327705383,0.5899306642108783,-0.6147313,0.4472135954999579
35,-3.6016558170318604,0.9337018728256226,0.6208023268296017,-0.5730562,0.0
36,-4.585313320159912,0.883215069770813,0.5962683100286972,-0.2266255,-0.14744195615489714
37,-4.117316293716431,0.8803194165229797,0.6056620638934052,-0.77714396,-0.1889822365046136
38,-4.336128091812133,0.8866998553276062,0.5908816614834669,0.4931845,0.4082482904638631
39,-5.360491943359375,0.8749977946281433,0.5734182476290253,-0.5613255,0.0
40,-5.642121887207031,0.8696178197860718,0.5545514719486311,-1.2104092,-0.18569533817705186
41,-4.3245281219482425,0.884477972984314,0.6064480153007321,-0.5213111,-0.18569533817705186
42,-3.53088755607605,0.929535984992981,0.6523666045367669,-0.6696002,-0.5
43,-4.880913162231446,0.8775054216384888,0.5890931650364638,-0.90335816,-0.1643989873053573
44,-5.03890962600708,0.890232264995575,0.5621987969846064,0.39818096,-0.4082482904638631
45,-5.752191066741943,0.8307211995124817,0.5453354980743563,0.7384156,0.0
46,-4.4111772060394285,0.8722549676895142,0.5289713453562633,-0.6400857,0.0
47,-4.80305585861206,0.8765754699707031,0.5795456123587989,0.44194692,-0.5
48,-5.095105743408203,0.9021374583244324,0.5793341825188261,-0.78117836,0.0
49,-4.071919250488281,0.8497269749641418,0.5446490809697206,1.1630883,-0.2182178902359924
50,-5.530730438232422,0.8609448671340942,0.5751850331562685,-0.0662598,0.0
51,-4.686411380767822,0.860531210899353,0.5728544168086185,-0.8797082,-0.6882472016116853
52,-4.666260814666748,0.8975358009338379,0.6122016922910494,-0.55559236,-0.6708203932499369
53,-4.080935287475586,0.894906222820282,0.5886720725061114,-0.57329303,-0.16222142113076252
54,-4.13186993598938,0.91220223903656,0.6401653897521936,-0.08690175,0.0
55,-4.6456223487854,0.8885689973831177,0.5924376849719504,0.33335155,-0.5570860145311556
56,-3.9023406982421873,0.9180736541748048,0.5873304559837846,-0.9390849,-0.49319696191607193
57,-2.288467073440552,0.9593260884284972,0.709768658087601,-0.95660186,0.5570860145311556
58,-3.4922537326812746,0.9011088609695436,0.6370736256731971,0.2541673,-0.49319696191607193
59,-2.6541518688201906,0.9251490831375122,0.6017494017135216,-0.22759381,-0.4788521306805733
60,-4.664035415649414,0.904349446296692,0.574896562949043,0.018446337,-0.4082482904638631
61,-5.447667407989502,0.8915117383003235,0.5496965808827864,-0.18264651,-0.4082482904638631
62,-3.029304790496826,0.933280348777771,0.6376166284894861,-0.3805234,-0.4082482904638631
63,-4.291294193267822,0.878738522529602,0.5739089904529279,0.56165284,0.0
